elo,player_count,level,victories,defeats,matches_week,trainings_week,fatigue,hour,day,duration,field_available,field_pressure,field_capacity,label
887,9,2,19,15,3,2,8,10,6,90,0,0.79,15,0
1438,16,3,8,5,5,5,10,16,4,120,0,0.23,30,0
935,7,1,6,16,4,6,10,22,1,120,0,0.18,10,0
1344,14,1,2,15,5,2,10,18,4,60,1,0.52,20,0
844,17,3,13,7,3,6,10,14,4,120,0,0.43,20,0
1288,18,1,29,27,0,4,4,18,4,90,1,0.19,10,1
1391,14,1,16,0,3,3,9,20,6,90,1,0.36,15,0
1236,16,3,8,8,4,6,10,18,2,120,1,0.99,30,0
1573,9,2,17,25,4,7,10,10,2,120,1,0.25,20,0
1391,11,3,12,23,1,1,3,20,1,90,0,0.1,30,0
1146,18,3,19,22,5,0,10,10,3,120,0,0.8,15,0
1282,20,3,13,2,0,4,4,10,2,60,0,0.72,30,0
1428,16,3,9,22,4,0,8,22,6,60,1,0.44,15,0
1472,20,3,9,6,0,3,3,18,1,120,0,0.36,10,0
961,7,2,24,12,2,6,10,16,4,60,0,0.74,10,0
892,14,2,23,26,4,5,10,14,6,90,0,0.61,15,0
1265,20,2,18,0,2,2,6,16,4,60,0,0.5,20,0
919,18,3,30,8,4,4,10,20,3,90,1,0.77,20,0
1594,13,3,14,28,4,0,8,16,0,90,0,0.38,15,0
1493,17,1,25,10,3,5,10,18,4,60,1,0.25,10,0
1208,16,3,26,10,0,2,2,16,2,90,0,0.89,20,0
987,17,3,29,29,1,7,9,20,1,60,0,0.87,15,0
1034,9,1,26,19,2,2,6,22,0,60,0,0.68,30,0
1428,6,3,30,1,3,5,10,18,2,90,1,0.49,20,0
1207,9,3,4,1,4,6,10,16,4,60,1,0.39,15,0
1268,7,3,16,14,2,0,4,8,5,60,1,0.58,20,0
1170,15,2,5,17,2,3,7,14,3,120,1,0.37,30,1
1234,9,2,22,24,2,5,9,22,3,90,1,0.18,15,0
1389,16,1,26,3,5,4,10,22,1,120,1,0.86,15,0
949,18,3,4,15,0,2,2,16,3,60,1,0.79,20,1
1056,14,3,1,12,0,2,2,8,1,90,1,0.84,10,0
1260,17,2,8,11,2,4,8,14,0,90,0,0.35,15,0
1390,15,3,20,17,1,4,6,14,2,120,1,0.77,30,1
880,12,3,9,14,5,2,10,22,1,120,1,0.42,30,0
873,7,1,10,7,2,5,9,20,2,120,1,0.61,30,0
1077,20,2,24,27,2,7,10,16,1,60,0,0.13,15,0
1477,10,3,22,23,0,3,3,10,3,60,0,0.06,30,0
1361,6,1,24,12,4,1,9,8,2,120,0,0.08,30,0
1116,9,1,23,9,3,2,8,10,4,60,0,0.04,20,0
1133,19,2,14,27,4,4,10,18,3,60,0,0.59,30,0
1446,17,3,28,18,3,4,10,14,3,120,0,0.8,30,0
1115,11,2,8,4,2,0,4,8,4,60,1,0.29,10,0
1504,20,2,30,24,3,4,10,8,6,90,1,0.6,10,0
1361,11,1,13,28,4,6,10,16,1,60,1,0.83,15,0
1069,7,2,20,7,4,4,10,14,5,120,1,0.41,10,0
986,8,2,3,20,3,7,10,14,5,120,1,0.19,10,0
955,6,3,0,5,0,4,4,14,1,120,1,0.73,15,1
892,8,1,15,6,2,6,10,14,6,90,1,0.46,10,0
1138,7,1,1,8,3,1,7,18,3,60,0,0.9,20,0
1190,19,1,3,24,5,3,10,16,6,90,0,0.74,10,0
1003,13,3,24,3,4,3,10,16,3,120,1,0.94,15,0
1444,17,1,23,29,4,1,9,14,3,120,1,0.2,10,0
1482,9,1,7,20,3,5,10,8,1,90,0,0.4,15,0
809,6,3,25,22,3,2,8,14,6,60,0,0.16,10,0
1502,15,2,29,24,5,0,10,8,2,120,0,0.7,10,0
928,13,1,10,17,5,5,10,22,3,120,0,0.02,30,0
1166,17,1,8,28,0,7,7,20,3,120,1,0.54,30,1
994,15,1,17,11,2,7,10,14,6,120,0,0.07,15,0
1260,10,2,17,11,3,0,6,22,5,120,1,0.73,10,0
1434,19,2,24,19,1,5,7,20,0,120,1,0.19,30,1
1584,14,1,19,9,2,6,10,20,2,60,0,0.52,10,0
844,19,1,5,27,0,3,3,8,3,60,0,0.03,30,0
1473,13,3,19,22,4,4,10,8,2,60,0,0.01,15,0
1471,13,1,14,25,5,0,10,14,4,120,1,0.82,10,0
1431,10,3,1,23,0,4,4,8,1,120,0,0.1,15,0
1344,12,1,6,16,5,3,10,18,5,60,1,0.75,20,0
1490,13,3,21,13,0,2,2,22,1,120,1,0.5,15,1
1346,15,2,29,11,2,5,9,22,2,90,1,0.83,20,0
1423,9,3,17,6,3,4,10,14,3,90,1,0.0,10,0
1091,15,1,16,4,2,0,4,14,1,60,1,0.02,20,1
1366,14,3,18,29,4,2,10,8,0,90,1,0.16,20,0
1175,20,3,7,7,2,4,8,8,4,90,0,0.73,20,0
1294,8,2,26,28,5,1,10,18,5,90,0,0.73,30,0
880,18,1,29,24,2,5,9,22,3,90,0,0.87,15,0
1565,16,3,29,0,5,6,10,8,2,120,0,0.32,15,0
1134,14,3,7,4,0,6,6,16,6,120,0,0.22,20,0
1203,8,1,10,2,3,0,6,18,3,90,0,0.4,30,0
1592,17,1,24,4,3,3,9,16,3,120,0,0.56,15,0
1048,7,2,24,13,2,1,5,8,5,90,1,0.37,15,1
1128,11,3,20,0,2,2,6,14,4,90,0,0.44,15,0
1004,16,2,4,24,5,1,10,8,5,60,0,0.95,15,0
1094,6,2,22,25,0,4,4,16,3,60,1,0.21,15,1
1008,14,3,24,8,4,7,10,18,5,60,0,0.38,10,0
1061,8,1,9,6,5,4,10,8,3,120,0,0.07,20,0
1478,19,3,11,27,0,0,0,14,6,120,1,0.23,30,1
1320,17,1,28,10,3,1,7,10,1,120,1,0.56,10,0
840,9,3,9,10,3,6,10,20,1,60,1,0.68,20,0
1440,10,1,16,8,0,4,4,16,6,60,1,0.23,20,1
1202,16,1,2,23,3,3,9,16,1,120,0,0.43,20,0
1419,11,2,17,4,1,2,4,18,4,120,0,0.86,20,0
1505,17,3,29,4,3,2,8,20,4,60,1,0.07,10,0
988,11,1,23,0,2,6,10,16,2,90,1,0.15,15,0
909,8,1,0,24,4,4,10,18,4,120,0,0.6,15,0
1503,6,2,2,22,3,2,8,18,6,120,1,0.71,20,0
988,19,2,15,15,1,2,4,10,1,60,1,0.76,10,0
1076,12,1,23,21,1,3,5,8,1,90,1,0.69,30,0
1052,12,2,24,1,4,6,10,20,2,90,0,0.52,30,0
1267,19,1,28,7,4,6,10,20,0,120,1,0.52,10,0
994,10,2,12,28,2,4,8,16,1,90,1,0.61,10,1
1506,14,1,14,26,5,7,10,8,5,120,0,0.18,15,0
1202,12,2,14,0,1,7,9,18,5,60,1,0.09,20,0
1508,16,3,25,5,5,1,10,8,0,120,1,0.63,10,0
1336,17,2,23,25,4,2,10,16,4,90,0,0.77,20,0
1379,19,3,27,4,1,2,4,10,6,120,0,0.42,20,0
1547,18,2,9,20,1,1,3,10,1,60,1,0.01,30,1
1310,14,1,19,28,3,3,9,10,4,120,1,0.45,30,0
881,15,3,0,7,4,4,10,18,5,120,0,0.05,15,0
856,16,2,1,4,0,4,4,14,0,60,0,0.42,15,0
965,16,2,19,21,5,2,10,16,5,120,1,0.93,10,0
1586,10,2,11,28,3,1,7,22,3,120,0,0.29,15,0
924,17,2,10,16,3,3,9,20,1,120,0,0.11,10,0
1295,17,3,19,29,5,4,10,16,4,90,1,0.53,20,0
932,15,3,15,16,5,7,10,16,6,60,0,0.71,15,0
801,7,1,14,20,0,3,3,22,4,90,1,0.05,20,1
1373,18,3,6,0,5,3,10,20,2,90,0,0.31,20,0
1585,6,1,21,10,2,6,10,20,4,120,0,0.83,15,0
1138,19,2,29,21,3,7,10,22,0,120,0,0.48,30,0
1349,20,2,14,25,3,0,6,22,4,90,1,0.56,10,0
1013,15,3,10,25,2,1,5,10,2,60,1,0.98,15,0
1384,15,2,5,19,0,4,4,20,6,90,0,0.27,10,0
1308,20,1,11,14,2,3,7,18,2,60,0,0.37,10,0
1596,9,1,14,16,0,7,7,18,1,60,1,0.92,20,0
1594,11,1,24,27,0,2,2,10,5,60,1,0.39,10,0
804,10,1,21,27,4,1,9,14,3,60,0,0.52,20,0
823,15,2,20,28,1,5,7,10,1,90,1,0.53,30,0
1487,7,2,4,5,2,1,5,8,4,120,0,0.21,20,0
1362,11,2,4,30,5,4,10,18,1,60,0,0.31,20,0
1353,13,1,4,0,3,0,6,8,3,60,0,0.43,15,0
1521,15,3,20,26,5,7,10,18,2,90,1,0.82,10,0
1573,18,2,18,4,0,7,7,8,3,90,1,0.47,15,0
947,19,3,8,29,2,6,10,10,5,120,1,0.79,20,0
1264,13,1,2,15,0,5,5,16,3,60,1,0.77,15,1
1320,7,2,26,22,0,5,5,18,5,60,1,0.53,30,1
1404,12,1,19,7,4,2,10,16,3,60,1,0.21,30,0
1245,15,2,17,22,1,2,4,20,5,60,1,0.11,30,1
1133,14,1,26,14,1,4,6,16,0,120,0,0.69,30,0
1135,13,3,21,1,0,3,3,22,1,120,0,0.76,15,0
1263,14,2,12,19,4,7,10,10,1,120,1,0.3,20,0
1245,17,2,2,18,0,6,6,22,1,90,0,0.37,10,0
800,17,3,26,11,0,4,4,22,0,60,1,0.7,30,0
1440,11,3,12,12,3,6,10,18,1,120,0,0.47,15,0
1368,12,2,26,13,1,4,6,22,5,60,0,0.01,10,0
947,17,2,21,13,1,1,3,10,5,90,1,0.89,30,0
1438,8,2,16,13,4,7,10,16,2,60,0,0.42,10,0
1391,13,3,7,22,4,4,10,16,4,120,1,0.03,10,0
1381,13,3,11,3,4,7,10,20,0,60,1,0.46,10,0
1335,20,3,2,7,3,1,7,20,5,120,1,0.61,20,0
1347,18,1,15,14,4,7,10,18,5,90,1,0.35,20,0
1096,8,1,22,29,4,4,10,20,6,120,1,0.06,30,0
1392,8,3,1,21,2,0,4,14,3,60,0,0.51,20,0
1058,8,3,8,8,2,0,4,20,0,120,0,0.91,15,0
1474,13,2,25,5,2,3,7,16,1,120,0,0.34,10,0
948,15,1,26,15,3,6,10,10,5,90,0,0.21,20,0
855,16,2,24,26,0,0,0,10,3,90,1,0.3,15,0
1188,16,3,12,15,2,2,6,18,6,90,0,0.29,30,0
1191,16,2,30,16,5,0,10,8,4,120,1,0.96,30,0
1425,20,3,27,8,2,4,8,14,6,60,1,0.65,30,0
1272,18,3,23,7,5,3,10,18,2,120,0,0.31,10,0
1488,6,1,0,13,0,1,1,20,3,90,0,0.73,20,0
997,6,1,19,2,0,3,3,18,5,60,0,0.09,15,0
1184,16,3,18,25,1,1,3,20,1,90,1,0.47,10,1
1454,13,2,24,13,5,5,10,14,1,60,1,0.78,30,0
1197,11,1,8,30,2,2,6,16,0,90,0,0.61,15,0
1460,13,1,4,17,3,3,9,18,5,60,1,0.72,10,0
835,7,1,18,23,2,7,10,8,3,60,0,0.93,30,0
1072,8,3,10,28,3,0,6,18,5,90,1,0.44,10,1
1353,9,1,12,30,5,7,10,8,4,120,1,0.33,20,0
1210,6,3,30,20,0,5,5,18,6,90,0,0.84,20,0
1463,9,1,17,1,3,3,9,14,5,90,0,0.63,20,0
1298,7,3,14,23,1,2,4,8,1,60,0,0.49,10,0
1353,16,2,15,17,3,0,6,8,2,60,1,0.79,10,0
1215,7,1,25,20,5,7,10,20,6,120,0,0.74,15,0
873,6,3,4,15,5,0,10,16,4,60,0,0.7,15,0
814,8,3,1,28,2,1,5,16,4,60,0,0.82,10,0
916,13,3,25,19,1,1,3,22,1,90,1,0.81,30,0
1132,7,3,18,17,1,5,7,22,6,60,0,0.59,20,0
864,7,2,4,24,3,2,8,20,2,120,0,0.44,10,0
936,7,3,19,12,1,0,2,16,0,60,0,0.18,10,0
1523,16,3,28,9,3,7,10,20,1,60,0,0.64,30,0
1221,9,1,19,22,0,2,2,20,3,120,0,0.63,20,0
1156,12,1,17,7,1,1,3,18,0,120,1,0.86,15,1
1275,18,3,21,6,2,0,4,10,0,60,1,0.5,15,0
1486,20,1,1,20,2,4,8,10,3,90,1,0.62,30,0
844,7,3,1,29,4,2,10,10,6,60,1,0.51,10,0
1040,17,2,18,18,2,6,10,10,5,120,1,0.23,10,0
1133,9,1,7,23,3,3,9,16,1,60,1,0.59,10,0
1246,8,1,29,19,3,2,8,16,2,60,1,0.72,20,1
1076,9,2,4,1,5,0,10,14,1,60,1,0.46,15,0
1578,11,1,28,9,4,2,10,22,6,120,0,0.58,15,0
888,12,3,15,27,1,7,9,22,3,90,0,0.73,15,0
1053,11,2,18,7,4,2,10,18,0,90,0,0.04,30,0
1551,18,3,1,13,4,6,10,16,6,120,0,0.45,15,0
885,14,1,22,23,3,3,9,10,2,90,0,0.65,10,0
816,13,3,9,5,5,7,10,22,4,120,0,0.98,30,0
1590,8,3,12,5,2,7,10,20,5,60,0,0.38,20,0
1343,6,2,13,24,2,3,7,22,5,60,1,0.74,10,0
1327,20,3,11,28,0,1,1,16,2,90,0,0.37,15,0
1463,14,3,2,17,5,3,10,10,2,60,0,0.65,15,0
1571,17,1,10,11,2,6,10,14,0,60,1,0.35,30,0
1313,14,1,15,22,4,4,10,16,4,90,0,0.19,30,0
889,7,2,28,5,2,1,5,8,1,90,0,0.7,30,0
954,19,1,16,30,5,0,10,14,3,120,0,0.47,30,0
1254,17,3,0,9,1,1,3,8,6,60,1,0.41,20,1
1471,16,2,15,18,5,7,10,16,2,120,0,0.9,20,0
975,18,2,7,15,2,4,8,22,6,60,0,0.35,30,0
970,15,1,22,17,2,2,6,10,6,120,0,0.16,10,0
842,11,3,4,14,2,5,9,10,1,120,0,0.67,20,0
951,11,2,17,5,4,4,10,8,0,90,1,0.77,30,0
1127,8,1,23,17,4,5,10,20,5,90,1,0.9,15,0
1378,17,2,10,22,0,7,7,8,1,120,0,0.31,30,0
1432,19,1,14,11,0,5,5,8,4,120,0,0.58,15,0
1600,20,2,6,0,0,7,7,20,5,60,1,0.19,20,1
1417,15,3,30,1,5,5,10,16,1,120,1,0.37,20,1
812,10,2,11,9,3,1,7,10,5,90,1,0.8,20,0
967,18,3,28,13,5,6,10,10,6,120,0,0.14,20,0
1286,19,3,10,2,4,6,10,8,0,90,1,0.41,30,0
1527,15,1,6,5,3,4,10,18,3,60,1,0.83,20,0
1305,14,3,14,7,0,0,0,10,2,90,1,0.12,20,1
1227,8,2,29,22,5,3,10,8,0,90,1,0.99,10,0
1413,17,2,18,15,4,6,10,22,2,120,1,0.97,10,0
1182,14,3,18,0,2,2,6,18,0,60,1,0.46,15,1
1165,8,1,8,11,3,5,10,8,2,90,0,0.51,15,0
1583,7,3,24,5,4,5,10,22,2,120,1,0.27,20,0
898,14,3,11,26,1,0,2,10,4,90,1,0.78,30,1
1148,20,1,3,6,1,3,5,22,1,120,0,0.42,10,0
919,19,1,29,0,3,5,10,14,5,90,0,0.82,20,0
976,17,2,0,23,0,3,3,10,6,120,0,0.69,20,0
928,9,1,2,13,5,1,10,8,0,90,1,0.04,10,0
833,18,3,16,18,0,7,7,8,2,60,0,0.3,10,0
1572,7,1,29,19,1,3,5,10,5,90,0,0.09,20,0
1393,11,2,5,27,4,3,10,18,4,60,0,0.82,10,0
1341,9,3,6,30,2,2,6,22,4,60,0,0.92,30,0
1175,17,3,5,14,5,1,10,10,6,90,1,0.42,15,0
1217,7,2,3,14,0,2,2,16,6,90,1,0.56,10,1
884,11,2,3,12,2,7,10,18,5,90,1,0.23,30,0
1097,19,2,6,27,0,7,7,20,2,60,0,1.0,30,0
1488,7,2,14,16,5,1,10,8,1,90,1,0.7,10,0
1559,20,1,2,11,1,5,7,10,4,90,0,0.23,30,0
1542,13,2,24,22,4,4,10,22,6,120,1,0.36,30,0
1296,14,2,4,24,3,1,7,8,2,90,1,0.23,15,0
830,7,3,1,26,0,7,7,20,0,60,1,0.6,20,1
956,10,3,19,3,0,7,7,22,3,60,1,0.66,30,0
1316,10,3,10,25,4,0,8,22,0,90,0,0.38,20,0
1185,13,2,1,1,1,4,6,20,1,90,1,0.13,30,1
1299,18,1,18,21,3,7,10,16,4,60,0,0.39,30,0
1405,12,3,21,11,2,5,9,8,0,120,0,0.13,20,0
1157,18,3,18,0,5,5,10,16,0,90,1,0.99,30,0
1159,6,3,7,7,1,4,6,18,0,120,0,0.87,10,0
1145,8,1,17,10,0,7,7,20,6,90,1,0.27,30,1
1402,6,2,12,18,3,5,10,18,0,90,0,0.69,15,0
1144,13,3,25,24,5,5,10,10,4,90,1,0.97,15,0
1308,16,1,26,27,4,3,10,14,2,60,1,1.0,30,0
1031,15,3,30,2,5,1,10,18,2,90,0,0.57,30,0
1237,9,2,25,2,5,4,10,18,6,90,1,0.66,20,0
1004,12,2,8,19,4,7,10,20,6,120,0,0.88,15,0
1390,13,1,21,30,5,7,10,14,5,120,1,0.93,10,0
1334,9,2,14,4,1,2,4,20,5,90,1,0.41,10,1
1449,9,2,8,26,2,2,6,14,5,120,0,0.41,10,0
953,9,1,7,25,2,7,10,16,4,90,1,0.65,10,0
1006,8,2,4,0,2,4,8,20,4,60,0,0.96,30,0
820,6,1,10,19,2,1,5,16,2,120,0,0.4,15,0
1041,7,3,23,16,0,4,4,16,0,60,0,0.77,20,0
1137,19,3,23,12,5,3,10,16,1,60,0,0.18,20,0
1250,12,2,27,18,0,7,7,18,2,120,0,0.32,30,0
1286,16,1,30,8,1,5,7,16,5,90,1,0.02,10,0
1557,16,1,22,29,5,3,10,14,4,90,1,0.64,20,0
1501,7,3,27,7,3,6,10,8,3,90,1,0.09,15,0
1104,9,1,29,14,5,5,10,22,6,120,1,0.79,20,0
882,19,2,15,23,3,5,10,20,3,60,0,0.7,10,0
1160,12,3,23,26,4,5,10,16,5,60,0,0.64,15,0
1445,13,3,4,0,3,3,9,20,2,90,0,0.11,15,0
1328,17,3,24,4,4,6,10,22,2,90,1,0.87,15,0
1066,8,3,18,26,2,4,8,10,0,90,1,0.18,30,0
1384,9,1,30,0,4,3,10,8,3,60,1,0.7,15,0
850,12,3,13,19,2,2,6,8,2,60,0,0.01,30,0
1591,20,2,26,21,3,1,7,10,5,60,0,0.95,20,0
1094,17,2,12,4,3,3,9,18,1,90,0,0.42,30,0
949,6,2,8,7,4,7,10,10,2,120,1,0.09,30,0
936,19,2,22,12,5,3,10,20,3,120,1,0.74,20,0
874,7,3,1,1,2,3,7,16,2,120,0,0.01,30,0
1109,12,3,11,4,4,0,8,18,1,90,0,0.5,20,0
1279,8,1,10,22,4,6,10,10,2,60,1,0.04,15,0
1311,19,2,23,11,3,4,10,14,4,90,1,0.44,15,0
1123,17,2,24,30,1,7,9,8,1,60,0,0.23,10,0
1281,10,1,22,14,3,1,7,16,0,90,1,0.99,30,0
1268,13,1,27,23,1,1,3,14,0,60,1,0.18,15,1
1567,14,2,18,28,5,3,10,18,0,120,0,0.42,10,0
1052,18,2,21,3,2,0,4,14,5,120,0,0.39,10,0
1131,8,1,2,14,5,7,10,16,5,90,0,0.33,10,0
1471,15,2,10,30,5,2,10,10,6,60,1,0.32,10,0
1561,7,3,30,19,3,1,7,16,2,60,0,0.97,30,0
891,6,1,5,12,3,4,10,20,6,120,0,0.12,30,0
1242,17,2,28,21,4,2,10,14,5,60,1,0.51,30,0
1256,20,2,15,8,4,6,10,8,6,90,1,0.61,30,0
1445,12,1,1,16,2,7,10,20,1,120,0,0.93,10,0
1097,13,2,2,29,3,4,10,10,1,120,1,0.84,30,0
1102,15,1,17,2,0,1,1,18,3,90,0,0.46,20,0
1163,10,3,2,24,4,0,8,8,5,120,1,0.18,15,0
1202,6,1,13,28,5,4,10,14,4,120,1,0.76,30,0
1438,18,2,10,30,1,3,5,10,0,120,1,0.87,10,0
1244,14,1,0,12,0,0,0,10,5,90,1,0.69,30,1
1110,15,3,11,22,5,6,10,22,2,60,0,0.14,15,0
914,19,1,22,6,0,3,3,16,5,60,0,0.44,15,0
888,10,2,4,15,3,0,6,8,1,60,1,0.96,30,0
820,19,2,18,7,1,4,6,18,6,90,0,0.33,10,0
1445,19,3,13,13,3,4,10,8,3,90,1,0.51,30,0
1037,17,1,16,0,3,5,10,18,0,90,1,0.89,10,0
1306,15,3,11,14,5,6,10,8,1,90,0,0.47,30,0
1037,14,1,18,29,5,5,10,18,6,120,1,0.13,20,0
1540,17,2,30,13,5,5,10,22,3,60,0,0.28,10,0
1483,13,1,5,6,1,7,9,8,6,90,1,0.3,15,0
1370,6,1,11,28,2,5,9,20,1,60,0,0.81,20,0
1240,7,3,7,3,4,3,10,16,2,90,1,0.77,20,0
954,19,3,27,16,4,1,9,20,0,90,1,0.96,10,0
908,18,3,19,25,0,0,0,18,0,60,0,0.87,20,0
960,17,2,22,14,4,7,10,20,6,60,0,0.65,20,0
941,7,1,14,13,0,3,3,22,6,90,1,0.29,15,1
887,10,2,22,24,3,5,10,20,5,60,0,0.75,30,0
1033,8,2,13,29,3,7,10,22,4,120,1,0.94,30,0
949,18,1,22,25,4,1,9,8,2,90,1,0.98,15,0
1244,6,2,24,1,5,2,10,18,0,120,1,0.42,20,0
1538,17,2,29,11,0,4,4,18,4,60,1,0.45,15,0
1357,15,3,20,14,5,5,10,22,6,120,1,0.78,20,0
886,6,3,10,12,5,2,10,18,4,90,0,0.09,20,0
1333,11,3,5,0,0,4,4,10,6,90,1,0.99,10,0
1549,6,2,8,20,4,5,10,8,0,120,0,0.45,10,0
1264,11,1,25,23,4,3,10,14,2,90,0,0.71,15,0
907,11,3,18,6,2,7,10,8,1,120,1,0.83,10,0
894,6,2,28,4,3,3,9,16,0,90,1,0.59,30,0
1070,15,2,20,13,3,7,10,20,3,60,0,0.51,30,0
1528,13,1,30,22,4,1,9,20,1,90,1,0.03,15,0
1372,11,1,19,27,3,1,7,8,2,120,1,0.04,15,0
920,11,2,11,9,2,7,10,8,6,60,0,0.78,30,0
849,20,2,28,9,1,2,4,22,5,90,0,0.12,20,0
869,19,1,13,15,4,4,10,18,3,90,1,0.48,15,0
1580,8,3,20,14,3,7,10,10,6,120,1,0.09,30,0
1196,9,2,10,17,0,7,7,20,2,120,0,0.87,10,0
1385,16,3,9,17,5,1,10,20,4,60,0,0.96,10,0
1383,14,1,24,15,4,0,8,8,5,120,0,0.96,20,0
1010,9,3,26,28,4,7,10,8,6,120,1,0.4,10,0
1303,19,1,10,13,1,6,8,8,6,120,1,0.38,10,0
917,7,3,5,9,1,2,4,14,6,60,0,0.31,30,0
1494,8,1,19,30,2,2,6,8,5,60,1,0.39,20,1
945,12,2,8,12,0,0,0,10,1,120,0,0.49,30,0
917,10,1,10,14,4,6,10,8,3,60,1,0.63,10,0
1075,14,3,21,3,1,2,4,14,4,90,1,0.08,15,1
945,11,3,5,25,1,6,8,18,3,60,0,0.81,20,0
1468,8,1,1,29,3,4,10,18,2,120,1,1.0,15,0
1399,19,3,9,1,1,1,3,14,0,90,0,0.83,20,0
1242,9,3,16,30,2,5,9,20,2,120,1,0.27,20,1
1149,9,2,30,19,2,0,4,20,1,120,0,0.61,10,0
809,16,1,13,17,5,7,10,22,3,120,0,0.79,10,0
1351,6,3,14,21,0,5,5,22,3,120,1,0.39,10,1
927,13,2,29,6,3,0,6,10,5,60,1,0.68,20,0
996,7,3,20,9,5,3,10,10,3,90,0,0.28,15,0
807,9,3,12,3,2,7,10,10,4,60,0,0.07,15,0
1563,7,1,8,29,4,3,10,18,5,90,0,0.85,10,0
1509,16,3,19,8,5,7,10,8,3,120,0,0.85,20,0
1242,19,2,8,3,5,7,10,16,2,120,0,0.88,15,0
848,10,2,17,14,2,0,4,16,1,90,0,0.88,10,0
1555,9,3,13,30,0,3,3,10,1,90,1,0.06,10,1
828,13,2,25,0,4,5,10,22,2,60,0,0.47,20,0
855,19,2,16,25,1,1,3,22,4,120,1,0.76,30,1
1392,7,1,1,29,0,6,6,14,6,120,0,0.78,10,0
1252,6,2,19,20,3,1,7,8,5,60,0,0.29,30,0
1211,7,3,24,13,1,0,2,16,3,90,1,0.88,10,1
1147,16,3,25,0,3,5,10,18,1,60,0,0.01,10,0
1407,18,1,28,18,1,4,6,14,3,90,1,0.19,15,0
845,6,1,9,18,3,5,10,14,4,120,0,0.15,20,0
1417,11,2,11,0,4,2,10,8,1,120,0,0.42,15,0
1005,16,1,25,2,2,3,7,20,3,120,1,0.6,20,1
1392,15,2,19,9,3,5,10,10,0,90,0,0.5,10,0
1454,9,3,7,14,4,3,10,10,3,120,1,0.81,30,0
1010,12,1,26,0,2,0,4,8,2,60,0,0.14,30,0
999,16,3,29,24,2,0,4,8,1,60,1,0.17,20,1
1536,8,2,27,17,1,2,4,10,0,60,1,0.91,10,0
1493,8,2,20,25,0,5,5,10,2,90,0,0.37,20,0
1476,8,3,25,19,3,1,7,8,1,60,0,0.19,30,0
1511,11,2,19,13,5,3,10,8,6,120,0,0.85,20,0
952,11,1,1,20,2,2,6,22,4,120,1,0.21,10,0
1281,18,3,19,2,1,6,8,22,5,120,1,0.5,30,0
983,11,3,11,16,5,7,10,20,3,90,1,0.58,10,0
1012,9,1,14,27,1,6,8,10,2,90,1,0.57,20,0
1060,14,1,4,24,0,4,4,16,4,90,0,0.58,30,0
1324,15,2,13,14,3,6,10,16,2,90,1,0.27,10,0
983,13,1,8,20,0,5,5,8,2,120,0,0.79,15,0
900,7,1,11,1,4,3,10,14,1,120,1,0.25,20,0
995,17,3,4,27,5,4,10,8,6,90,1,0.82,30,0
1215,19,3,24,20,0,7,7,20,4,60,1,0.23,15,0
1285,9,3,18,25,4,7,10,20,6,90,1,0.79,20,0
992,12,3,13,6,3,7,10,22,4,60,1,0.14,15,0
1112,17,1,15,25,5,5,10,14,1,90,1,0.69,30,0
1581,18,3,17,9,2,0,4,18,6,60,0,0.15,20,0
1381,16,3,29,19,4,6,10,16,1,90,0,0.53,15,0
1286,7,2,18,30,3,4,10,8,1,60,0,0.03,30,0
827,8,1,2,29,3,4,10,10,1,90,0,0.45,20,0
1330,6,1,10,27,3,6,10,10,0,60,1,0.48,10,0
1198,20,1,4,27,1,4,6,16,6,120,1,0.16,20,1
1401,9,3,22,21,3,4,10,10,0,60,1,0.06,30,0
1419,18,1,16,10,4,7,10,16,3,120,0,0.74,20,0
1461,20,2,11,22,5,4,10,16,4,60,1,0.25,30,0
1268,12,3,5,22,4,1,9,16,5,60,0,0.89,15,0
1080,20,3,17,9,5,1,10,20,5,120,0,0.91,30,0
1580,14,1,11,2,0,5,5,16,3,60,1,0.21,10,1
1273,6,1,20,22,5,7,10,16,2,120,1,0.86,30,0
838,6,2,3,22,1,5,7,20,5,90,1,0.46,10,1
1361,16,1,22,30,3,2,8,16,6,90,0,0.17,10,0
1421,7,1,9,3,4,6,10,10,0,120,0,0.68,15,0
1251,11,1,6,22,0,3,3,16,5,60,0,0.39,20,0
1254,6,3,0,1,3,3,9,10,2,60,0,0.09,30,0
828,6,2,26,6,5,1,10,10,0,120,0,0.72,10,0
1225,14,1,26,10,2,3,7,18,1,120,1,0.94,10,0
1037,9,1,11,10,1,0,2,16,5,90,0,0.39,30,0
1025,7,3,26,8,5,5,10,8,0,60,1,0.3,30,0
904,17,3,25,29,4,2,10,14,0,120,1,0.98,30,0
1494,20,3,4,10,1,5,7,22,5,90,0,0.34,30,0
1191,14,3,23,7,4,0,8,10,0,120,0,0.31,30,0
1575,9,3,2,1,1,5,7,16,2,60,0,0.38,10,0
1043,20,3,19,30,3,5,10,10,2,90,0,0.52,30,0
1463,19,2,24,0,1,5,7,14,1,60,0,0.91,15,0
1503,17,3,7,19,3,5,10,10,3,120,0,0.06,30,0
871,9,1,20,4,1,2,4,8,1,120,0,0.24,10,0
1236,17,2,9,5,5,3,10,10,3,60,0,0.3,30,0
1450,9,2,27,25,3,1,7,14,3,90,0,0.47,30,0
1317,15,3,13,24,1,7,9,8,6,90,1,0.85,20,0
